Company	Sector	Stage	Amount	Location	About	Funding Year
Lendingkart	FinTech	Other Stages	15000000.0	Gujarat	Lendingkart is an online financing company dedicated to help entrepreneurs and small businesses with Working Capital Loans.	2021
CRED	FinTech	Late Stage	215000000.0	Bengaluru	CRED is a members-only credit card management and bill payments platform that rewards users every time they pay their credit card bills.	2021
Karnival	SaaS startup	Early Stage	2500000.0	Bengaluru	A SAAS platform for retailers and brands to create wonderful post purchase customer journeys using smart receipts technology	2021
PharmEasy	HealthTech	Late Stage	350000000.0	Mumbai	PharmEasy is a health tech startup offering services such as teleconsultation, medicine deliveries, and diagnostic test sample collection.	2021
WESS	Renewable Energy	Early Stage	2000000.0	Mumbai	Waaree is India's Largest Solar Module Manufacturer & fastest growing EPC company with Presence across 68 countries.	2021
ShopSe	FinTech	Seed	5500000.0	Mumbai	Make purchases online or at neighborhood store in easy EMIs through ShopSe.	2021
Fantasy Akhada	Fantasy sports	Seed	600000.0	Gurugram	Fantasy Akhada offers fantasy sports platform for cricket and football.	2021
Rage Coffee	Food & Beverages	Series A	3500000.0	Delhi	Rage Coffee is infused with plant based vitamins. These 100% natural extracts are typically found in foods.	2021
Groww	FinTech	Late Stage	83000000.0	Bengaluru	Groww is an investment platform that offers a new way of investing money with stockbroking and direct mutual funds.	2021
Avanti Finance	FinTech	Mid Stage	26000000.0	Bengaluru	Avanti Finance lends relatively large but trust-based loans without formal credit footprint.	2021
Kudos	FinTech	Other Stages	3500000.0	Pune	Kudos is a full stack NBFC, a digital lending engine with an in-built API lending protocol layer of over 20+ API’s.	2021
OfBusiness	FinTech	Series D	110000000.0	Gurugram	OfBusiness is a financing platform that offers smart financing to SMEs.	2021
Superpro.ai	Video communication	Early Stage	3000000.0	Bengaluru	Enabling independent professionals to bring offline consulting online with AI	2021
ShareChat	Social Media	Series C	500000000.0	Bengaluru	ShareChat is a social networking and regional content platform.	2021
WiT-ACE	Skill development	Early Stage	1000000.0	Gurugram	Offer accelerated career experiences for women by Enabling, Engaging & Employing them to be in decision making roles.	2021
Spinny	Retail	Mid Stage	65000000.0	Gurugram	Spinny is a used car buying platform enabling trustworthy and hassle-free transactions.	2021
Alteria Capital	FinTech	Other Stages	150000000000.0	Mumbai	Alteria Capital is a Venture debt firm .	2021
Safexpay	FinTech	Seed	6000000.0	Thane	SafexPay is set up with the aim to build digital payments businesses and channel platforms encompassing payment gateways	2021
PumPumPum	Rental	Seed	700000.0	Gurugram	Pumpumpum is a car rental company.	2021
Speciale Invest	FinTech	Seed	10000000.0	Bengaluru	Speciale Invest is an early stage investor focusing on Tech-driven/Deep-tech ventures.	2021
Eunimart	E-commerce	Other Stages	700000.0	Hyderabad	Eunimart is a one stop solution for merchants to create a difference by selling globally.	2021
Meesho	E-commerce	Series D	300000000.0	Bengaluru	Meesho operates as an online reselling platform that enables anyone to start a business without investment.	2021
CareerLabs	EdTech	Seed	2200000.0	Bengaluru	Aim to help students become future-ready, setting them on a path to success that suits them best.	2021
Uable	EdTech	Other Stages	35000000.0	Bengaluru	Uable are on a bold mission to redefine the future for millions of teenagers around the world.	2021
Zoko	Tech Startup	Early Stage	140000000.0	Bengaluru	Zoko makes it easy for businesses to do Sales, Marketing & Customer Support on WhatsApp.	2021
GetWork	Recruitment	Early Stage	200000.0	Gurugram	GetWork is a campus recruiting platform to post your jobs and hire across dozens of colleges at once.	2021
Easebuzz	E-commerce	Mid Stage	4000000.0	Pune	Easebuzz is an easy to use portal which allows you to start an online business and sell your favorite products with a free online store.	2021
Chingari	Social Media	Seed	13000000.0	Bengaluru	Chingari operates as a short video platform.	2021
DusMinute	Retail	Other Stages	1100000.0	Bengaluru	DusMinute aims to transform how communities live by giving them access to world-class amenities at their doorstep.	2021
Onsurity	HealthCare	Series A	3500000.0	Bengaluru	Onsurity is an employee healthcare platform providing a monthly healthcare membership with group health insurance to emerging businesses.	2021
Karbon Card	FinTech	E-commerce	3500000.0	Bengaluru	Prime objective is to empower Indian startups by creating the right financial products starting with a high-limit corporate credit card with unlimited benefits	2021
Factors.AI	SaaS startup	Seed	2000000.0	Bengaluru	Factors.AI is a Marketing Analytics platform providing sophisticated omnichannel, every-touch attribution technology and unparalleled performance insights for Marketers	2021
Elevar	Sports	Seed	2000000.0	Mumbai	A Revolutionary Sports Brand, Engineered For Those Who Want More.	2021
Studio Sirah	Computer Games	Seed	800000.0	Bengaluru	Studio Sirah is founded with a belief in the increasing sophistication of the Indian gamer and the whitespace of midcore India-first games.	2021
OTO Capital	FinTech	Information Technology & Services	6000000.0	Mumbai	The Future Of Vehicle Ownership!	2021
1Bridge	Consumer Goods	Seed	2500000.0	Bengaluru	Village Commerce Network - Bridging Aspirations, Creating Opportunities, Bringing Prosperity & Abundance to our village	2021
Skeps	FinTech	Seed	9500000.0	Gurugram	A blockchain products company, developing a proprietary product in the FinTech space	2021
Curefoods	Food & Beverages	Seed	13000000.0	Bengaluru	Healthy & nutritious foods and cold pressed juices produced in Edinburgh. Currently distributing wholesale within the Edinburgh region.	2021
TartanSense	Information Technology	Seed	5000000.0	Bengaluru	TartanSense unlocks value for small farm holders by working at the intersection of robotics and AI assisted computer vision.	2021
Bewakoof	Apparel & Fashion	Series C	8000000.0	Mumbai	Bewakoof is a lifestyle fashion brand that makes creative, distinctive fashion for the trendy, contemporary Indian.	2021
Kirana247	Logistics & Supply Chain	Seed	1000000.0	Delhi	An on-demand FMCG supply chain company leveraging a deep tech-enabled micro warehousing model to serve Kirana stores.	2021
FanPlay	Computer Games	Other Series	1200000.0	None	A real money game app specializing in trivia games	2021
NeoDocs	Healthtech	Seed	3500000.0	Mumbai	Neodocs is a part of India's prominent Social Impact Accelerator program, AISEA.	2021
IsGoingOnline	Retail	FinTech	200000.0	Cochin	Kochi-based digital catalogue and marketplace IsGoingOnline	2021
Camp K12	EdTech	Seed	12000000.0	Gurugram	Camp K12 is a global online school for 21st century skills, teaching Coding and other STEAM subjects to kids age 6-18 via LIVE, interactive, gamified online sessions	2021
Elda Health	Healthcare	Seed	1500000.0	Bengaluru	Elda Health is a digital wellness platform that understands women intimately and offers a holistic wellness solution through physical, mental and social interventions.	2021
Sporjo	SportsTech	Series A	2000000.0	Mumbai	A one stop destination to build a successful career in the Indian sports industry!	2021
Advantage Club	HRTech	Seed	1700000.0	Mumbai	Advantage Club is India's largest employee engagement platform, Provide end to end employee benefit management with state of the art products like:	2021
SuperGaming	Gaming	Seed	5500000.0	Pune	At SuperGaming, building India's best gaming company.	2021
Ruptok	FinTech	Seed	1000000.0	Delhi	Ruptok fintech Pvt. Ltd. is an online gold loan service provider , with attractive interests rate .	2021
IsGoingOnline	Retail	Other Stages	200000.0	Cochin	Kochi-based digital catalogue and marketplace IsGoingOnline	2021
O’ Be Cocktails	Wine & Spirits	Seed	400000.0	Bengaluru	India’s first and only Ready to Drink Premium Cocktails.	2021
Zetwerk	Mechanical & Industrial Engineering	Series D	150000000.0	Bengaluru	ZETWERK is a universal manufacturing network powered by new-age technology.	2021
AppsForBharat	Spiritual	Early Stage	4000000.0	Bengaluru	A mission to assist a billion Indians in their spiritual journey and help them feel happier, peaceful & more content.	2021
Imagimake	Consumer Goods	Series A	3500000.0	Mumbai	Imagimake – one of the fastest growing and most innovative start-up in the field of Toys, Games & Artist Supplies.	2021
Khatabook	Financial Services	Mid Stage	100000000.0	Bengaluru	Khatabook is the world's fastest-growing Saas company. It has become India's leading business management app for MSMEs with 50M+ downloads in a remarkably short period of time.	2021
Smytten	Consumer Goods	Mid Stage	6000000.0	Gurugram	India's largest premium discovery and trial platform!	2021
Syook	Industrial Automation	Mid Stage	1000000.0	Bengaluru	Syook is building the next generation enterprise IOT platform.	2021
Akudo	FinTech	Early Stage	3500000.0	Bengaluru	Akudo is pioneering the concept of Learning-First Banking for Teenagers.	2021
NOTO	Consumer Goods	Other Stages	500000.0	Mumbai	A healthy, low-calorie ice cream for the millennial Indian with an incurable sweet tooth.	2021
Lumiq	Information Technology	Early Stage	2000000.0	Noida	Help enterprises monetize their data and reinvent the digital transformation journey.	2021
CommerceUp	Information Technology	Early Stage	3500000.0	Gurugram	Grow and manage ecommerce business from single dashboard	2021
Breathe Well-being	Health	Mid Stage	5500000.0	Gurugram	Help people to prevent, manage or reverse Type 2 Diabetes through our clinically proven digital program.	2021
Hike	Information Technology	Series C	3500000.0	Delhi	Hike is an Indian AI-led Unicorn startup that is committed to building a new social future.	2021
House of Kieraya	Lifestyle	Series B	15000000.0	Bengaluru	House of Kieraya, well-known for furniture and lifestyle rental brand ?Furlenco	2021
goEgoNetwork	Automotive	Seed	2000000.0	Pune	goEgo is a complete E Mobility charging solution, that combines engagement, rewards & adoption through a mix of online and offline channels.	2021
Probus	IoT	Other Stages	500000.0	Delhi	A mission to increase the per capita consumption of electricity in India by 10X, which is presently 1/3 of global average- by reducing the distribution losses in Indian electricity distribution grid.	2021
DrinkPrime	Consumer Goods	Seed	1000000.0	Bengaluru	India's Smartest Water Purifiers and are redefining water purifier ownership.	2021
Smart Express	Logistics	Early Stage	10000000.0	Mumbai	India’s Most Innovative and Awarded Express Logistics Company.	2021
Smallcase	FinTech	Mid Stage	40000000.0	Bengaluru	Smallcase is a new way to invest in the stock markets.	2021
SATYA MicroCapital	Banking	Series C	10000000.0	Delhi	Satya MicroCapital Limited is a Delhi based NBFC serving low income entrepreneurs in rural and urban areas.	2021
Snack Amor	Food & Beverages	Seed	3500000.0	Mumbai	Snack Amor aims is to offer a healthy, natural and tasty snacking experience to its customers.	2021
Postman	Computer software	Late Stage	225000000.0	Bengaluru	Postman is the collaboration platform for API development.	2021
Hashnode	Computer software	Mid Stage	6700000.0	Bengaluru	The easiest way to start a blog on personal domain for free & connect with the readers through our dev community	2021
RACEnergy	Automotive	Early Stage	1300000.0	Hyderabad	RACEnergy is working to power the future of mobility through clean and efficient technologies.	2021
BharatPe	FinTech	Seed	20000000.0	Delhi	The vision to make financial inclusion a reality for Indian merchants.	2021
Gyde	Computer software	Early Stage	250000.0	Pune	Gyde is a SAAS product that enables enterprises & SAAS companies to guide their application (web & mobile) users with step-by-step voice assistance, byte-sized training videos & rich help articles.	2021
BatteryPool	Automotive	Early Stage	3500000.0	Pune	Building the Operating System for managing Electric Vehicles in fleets.	2021
AgNext	AgriTech	Mid Stage	21000000.0	Chandigarh	AgNext is a fast-growing AgTech company that aims to solve quality and trust in food value chains by making them safer, transparent and fairer.	2021
Xpresslane	Tech startup	Early Stage	400000.0	Bengaluru	Xpresslane makes checkout fast and easy. With a unified identity across all e-commerce merchants, it brings efficiency and perfection in the overall checkout experience of the user.	2021
LoanKuber	Digital mortgage	Other Stages	1200000.0	Delhi	LoanKuber is the lowest cost lender to Yest-to be Bankable - enabling borrowing with trust and confidence.	2021
OYO	Hospitality	Series F	5000000.0	Gurugram	OYO is a global travel tech company that connects its patrons and guests.	2021
Rapido	Information Technology & Services	FinTech	52000000.0	Bengaluru	Rapido is a bike taxi service spread widely across all of India from Tier 1 to Tier 3 cities.	2021
YPay	FinTech	Seed	400000.0	Noida	YPay Card is the new way to manage money.	2021
SleepyCat	Furniture	Seed	3800000.0	Mumbai	An online sleep solutions company that believes in delivering luxurious sleep to everyone.	2021
Ultrahuman	Healthcare	Series A	17500000.0	Bengaluru	Ultrahuman is a global health and fitness platform that aids our user to achieve their true physical and mental potential.	2021
UpScalio	E-commerce	Series A	42000000.0	Gurugram	UpScalio is India’s next generation, data-driven consumer goods company.	2021
Yellow Class	EdTech	Seed	6000000.0	Gurugram	Yellow Class is a new-age fun-learning platform where kids between 2-12 years can learn from a wide range of classes like dancing, drawing, personality development, creative writing and so on	2021
Yojak	B2B marketplace	Seed	3800000.0	Gurugram	India’s first B2B online marketplace for building material.	2021
CreatorStack	Computer software	Seed	2000000.0	Bengaluru	Helping creators globally to engage deeply with their fans and communities	2021
Expertrons	EdTech	Seed	2300000.0	Mumbai	The world's largest AI Videobot platform providing futuristic solutions for businesses & colleges and employment	2021
Rage Coffee	Food & Beverages	Series A	5000000.0	Delhi	Rage Coffee is a digitally native FMCG company that manufactures, markets & distributes innovative coffee products.	2021
